userId,beer_beerid,beer_name,beer_style,beer_abv,review_overall,review_time
2416,30175,Sierra Nevada Scotch Ale,Scotch Ale / Wee Heavy,,4,1180419226
2416,35724,McGuire's Imperial Stout,American Double / Imperial Stout,8.5,4,1173737699
2418,70530,215 Pale Ale,Belgian Pale Ale,6,4,1314130906
2419,50731,Rubus,American Wild Ale,5.1,4,1315856848
2419,50884,NBC Brunette Nut Brown Ale,English Brown Ale,4.5,4,1295954444
2419,72918,Cellar Aged Smashed Pumpkin,Pumpkin Ale,8,1,1316207167
2428,33646,Hop Heaven 2006 (JLS Release #19),American Pale Ale (APA),,4.5,1163293580
2429,39475,Extra Special Pepper,Chile Beer,,3.5,1200495068
2436,63357,Starkers IPA,American IPA,,4.5,1300575246
2437,72435,Three Heavy Wee Heavy,Scotch Ale / Wee Heavy,8.2,4.5,1325878033
2438,50941,Snapping Turtle IPA,American IPA,5.4,4,1292100384
2438,51646,Old Court Ale,American Pale Ale (APA),6.1,4,1301793008
2438,60135,Blues' Golden Ale,American Blonde Ale,5.9,3.5,1299356005
2438,62122,Devious Imperial Pumpkin,Pumpkin Ale,9,4.5,1314275633
2438,69249,Old Dominion Double D IPA,American Double / Imperial IPA,10,4,1305838571
2439,60704,Herkulean IPA,American IPA,6,3.5,1305943810
2442,9196,Leopold Bros. Pilsner,German Pilsener,6.3,3.5,1072457704
2442,14326,Leopold Bros. Pale Ale,American Pale Ale (APA),,3.5,1080185600
2442,16625,Arbor Brewing Steamroller Russian Imperial Stout,Russian Imperial Stout,10,3.5,1079633998
2445,4319,Saison,Saison / Farmhouse Ale,6.5,4,1182999529
2445,15426,Erik The Red Ale,Irish Red Ale,,4,1183001038
2445,18892,Great Lakes Red Leaf Lager,American Amber / Red Lager,5,4,1145240448
2445,21228,Great Lakes Black Jack Premium Black Lager,Euro Dark Lager,5,3.5,1144695922
2445,21600,Mohren Spezial,Euro Pale Lager,5.6,4,1125424846
2445,21707,Terminal Porter,American Porter,,4,1183001389
2445,23152,Tar Heel Tarwebier (Oud Vlaanders Donker Tarwebier),Belgian Dark Ale,6.3,4,1159202342
2445,27448,Foothills Festive India Brown Ale,American Brown Ale,7,4,1166199971
2445,27467,Lincoln Park IPA,American IPA,,4,1183000127
2445,28069,Bayonet ESB,Extra Special / Strong Bitter (ESB),6.2,4,1226670931
2445,34270,Classic Gold,Euro Pale Lager,5.1,3.5,1165847959
2445,34412,Slam Dunkelweizen,Dunkelweizen,5.1,4,1176394355
2445,45463,Slottslager,Munich Helles Lager,5,4,1227059210
2445,49000,Liquidator Doppelbock,Doppelbock,8,3,1253889537
2446,3938,Big Nasty Porter,American Porter,6,4,1177302819
2446,34384,Hog's Breath Beer,Vienna Lager,,4,1166665517
2450,744,Tennent's Stout,Milk / Sweet Stout,,4,1104723831
2450,1820,Muskoka Dark Ale,English Brown Ale,5,4,1142815625
2450,5050,Dojlidy Zubr,Euro Pale Lager,6.2,4,1137969923
2450,5446,KLB Raspberry Wheat,Fruit / Vegetable Beer,4.5,3.5,1120433554
2450,6691,Durham Triple X IPA,English India Pale Ale (IPA),4.9,4,1106193870
2450,7287,Florisgaarden Honey,Belgian Pale Ale,4.5,1.5,1123459133
2450,8274,Trafalgar Celebration Ale,Belgian Dark Ale,6.2,3.5,1131509595
2450,8405,Ochakovo Premium,Euro Pale Lager,5,2.5,1222218737
2450,8662,Coffee Porter,American Porter,5.5,4,1106195406
2450,8676,Black Ice,American Adjunct Lager,6.1,2.5,1215388864
2450,9471,Durham Black Katt,Milk / Sweet Stout,4.8,4,1103488536
2450,10366,Corporal Punishment,American Brown Ale,5.3,4.5,1155517907
2450,10367,Wunder Weisse,Hefeweizen,5,3.5,1132453119
2450,11193,Tiger Malt,Low Alcohol Beer,,1,1139977708
2450,12512,Ringwood Ale,English Pale Ale,5,2,1129861974
2450,12513,Ring Berry Ale,Fruit / Vegetable Beer,5,3,1129773421
2450,12514,Keefe's Irish Stout,Irish Dry Stout,4.5,4,1130109092
2450,14243,Harbour Gold Premium Pilsner,Czech Pilsener,5,1,1143266196
2450,14380,Mill Street Oktoberfest Lager,Märzen / Oktoberfest,5.8,4,1223505819
2450,14794,McAuslan Cream Ale,Cream Ale,5,4,1219414713
2450,16847,Cool Beer,Czech Pilsener,4.5,3,1153707770
2450,16859,Mort Subite Faro,Faro,5,4,1093317889
2450,17001,Great Lakes Golden Horseshoe,American Adjunct Lager,5,3.5,1154795150
2450,17606,England's Ale,Extra Special / Strong Bitter (ESB),4.5,4,1092887009
2450,17884,90 Glengarry Shilling Ale,Scottish Ale,,4.5,1123370205
2450,18441,Moka Ale,American Brown Ale,4.8,4,1088706146
2450,18663,Jalepeño Ale,Chile Beer,4.6,1,1089581099
2450,18893,BamBay,Fruit / Vegetable Beer,2.5,1.5,1127691697
2450,19184,Major Misconduct,English India Pale Ale (IPA),7,5,1123390298
2450,19329,Hockley Gold Premium Draft,American Blonde Ale,5,3,1157749804
2450,19362,Tiger Bite,Herbed / Spiced Beer,,4.5,1144209266
2450,19381,Bennett Dominion Ale,American Pale Ale (APA),5,1,1092794497
2450,19490,Original A K,English Bitter,3.8,4,1093492993
2450,19759,Tall Ship Amber Ale,American Amber / Red Ale,4.6,2.5,1094526753
2450,20225,Superior Light,Light Lager,4,4.5,1135991860
2450,20364,Old Credit Pale Pilsner,German Pilsener,5,3.5,1134874400
2450,20650,Niagara Eisbock 2004,Eisbock,8,3.5,1106441669
2450,20797,Niagara Honey Brown,English Brown Ale,5,2.5,1150072095
2450,21179,Mill Street Barley Wine (2004-2005),English Barleywine,10,3.5,1133719743
2450,21348,Angel Inn Bitter,English Bitter,,3.5,1104468177
2450,24220,Captain Cascade,American IPA,6.5,4,1123388770
2450,24767,Lefebvre Belgian Pêches,Fruit / Vegetable Beer,3.5,3,1128201014
2450,24963,Niagaras Best Blonde Premium Ale,English Pale Ale,5,3.5,1135543032
2450,26366,Nickel Brook Ale,English Brown Ale,5,4,1148440072
2450,27060,Gin Lane Ale,English Barleywine,9,3.5,1165112603
2450,27712,Wind And Sail Dark Ale,Irish Red Ale,5,2,1168066797
2450,27926,Red Coat,American Pale Ale (APA),4.8,1,1167519231
2450,27962,Carlsberg Red,American Amber / Red Lager,,2.5,1137989821
2450,28382,Heritage Passion Brew,Fruit / Vegetable Beer,4.5,2,1172560425
2450,29255,Faxe Red,American Amber / Red Lager,5,3,1191196746
2450,29664,Durham Hop Addict,American Pale Ale (APA),5.3,4,1161134124
2450,29727,Trafalgar Bock,Bock,6.5,3,1144563293
2450,30368,Taps Charleston Lager,American Amber / Red Lager,5.5,3.5,1148353892
2450,30371,Taps Premium Lager,Dortmunder / Export Lager,5,4,1148431152
2450,30682,Trafalgar Critical Mass,American Strong Ale,13,2.5,1155524209
2450,31239,Belhaven Blueberry Classic Fruit Beer,Fruit / Vegetable Beer,4.8,3,1151000715
2450,32220,Great Eastern India Pale Ale,American IPA,,5,1155521822
2450,32222,Trafalgar Korruptor,American Strong Ale,15,3,1155525813
2450,32877,St. Peter's Strong Ale,English Strong Ale,5.1,4.5,1159053413
2450,32923,Taps Wine Barrel Lager,American Pale Lager,5,4,1159121234
2450,33201,Muskoka Hefe-Weissbier,Hefeweizen,5,4,1244000060
2450,33464,Mill Street Cobblestone Stout,English Stout,4.2,4.5,1175656416
2450,33558,Mill Street ESB,Extra Special / Strong Bitter (ESB),4.5,2.5,1175651534
2450,34200,Clancy's Red,American Amber / Red Lager,5,3,1167176615
2450,34248,Great Lakes Winter Ale,Winter Warmer,6.2,2,1228791386
2450,34475,Navigator 8.4,Euro Strong Lager,8.4,2,1167349043
2450,34818,MacLean's Scotch Ale,Scotch Ale / Wee Heavy,6.5,3,1170394974
2450,35107,Mill Street Raspberry Ale (Frambozen),Fruit / Vegetable Beer,5,4,1175652375
2450,35900,Mill Street Special Dry  Hopped IPA,American IPA,,2.5,1174164592
2450,36213,Mill Street Distillery Ale,English Brown Ale,,4,1175650736
2450,36892,PC Blanche Wheat Beer,Witbier,5,3,1182647970
2450,37028,Samuel Adams Helles Lager,Munich Helles Lager,,4.5,1180333538
2450,37082,Crest Super,Euro Strong Lager,8.4,2,1219032681
2450,37271,Amsterdam Two Fisted Stout,Irish Dry Stout,5,3.5,1181972869
2450,37476,Brick Waterloo Wheat,Witbier,5,4,1243915605
2450,37851,Nickel Brook Organic Lager,American Pale Lager,5,2,1252458022
2450,38855,Highballer Pumpkin Ale,Pumpkin Ale,5.2,4,1223430237
2450,38866,Trafalgar Black Bullet,American Strong Ale,14,1.5,1240463651
2450,38867,Church Key Lactese Falcon (Flanders Sour Brown Ale),Flanders Oud Bruin,8,4,1193805528
2450,39040,Black Anchor Porter,American Porter,,4,1228622186
2450,39907,Heritage Black Currant Rye Beer,Fruit / Vegetable Beer,5.5,3.5,1196914845
2450,40201,Mill Street Barley Wine,English Barleywine,10,4,1208908255
2450,43084,Railway City Ironspike Blond Ale,American Blonde Ale,4.3,2.5,1267062041
2450,43195,Cisk Premium Export,Dortmunder / Export Lager,5,3.5,1216890231
2450,43517,Stoner,Belgian Strong Pale Ale,7.5,4,1251860020
2450,43840,Amsterdam Pomegranate Wheat,Fruit / Vegetable Beer,4.5,3,1216510885
2450,44024,Robert Simpson AntiGravity Light Ale,Light Lager,4,3.5,1226638443
2450,44390,Pedavena,Euro Pale Lager,5,2.5,1253248461
2450,47943,Sleeman Light,Light Lager,4,2.5,1244695479
2450,48167,Trafalgar Cedar Cream Ale,Cream Ale,5,2.5,1235710107
2450,48258,Great Lakes Green Tea Ale,Herbed / Spiced Beer,4.2,3,1240366510
2450,50763,Amsterdam Oranje Wit,Witbier,5,3.5,1305771914
2450,52472,Boris Organic,Euro Pale Lager,5,3,1252459882
2450,52917,Sleeman Bock,Bock,6,3,1253919002
2450,53151,Schmucker Bio-Pils,German Pilsener,4.9,3.5,1254807017
2450,53159,Trafalgar Hop Nouveau 2009,American Pale Ale (APA),5,3.5,1255395969
2450,53257,Mill Street Nightmare On Mill Street,Pumpkin Ale,5,3,1257121650
2450,54155,Barking Squirrel Lager,American Amber / Red Lager,5,3,1320020026
2450,55694,Great Lakes Crazy Canuck Pale Ale,American Pale Ale (APA),5.2,3,1270428504
2450,59917,Trunk Island Pale Ale,English India Pale Ale (IPA),,3.5,1228621840
2450,66082,Past Masters XX Strong Ale,English Strong Ale,7.5,3.5,1321927325
2453,45674,C. Brown's Pumpkin Ale,Pumpkin Ale,6.2,5,1226013111
2461,745,Guinness Bitter Draft,English Bitter,4.4,2.5,1073581045
2461,1838,Labatt Bleue Dry,American Adjunct Lager,6.1,1.5,1065572262
2461,2074,Sleeman Premium Light,Light Lager,4,2,1074459458
2461,2312,Inferno Pod Ale,American IPA,6,4.5,1069510007
2461,2313,Nathan's Private Reserve,American Pale Ale (APA),,4,1071081610
2461,2314,Greene's Gargoyle IPA,American IPA,,4.5,1073350269
2461,2315,Hogan's Pale Ale,American Pale Ale (APA),5.2,3.5,1081364647
2461,2316,Hop Harvest Ale,American Pale Ale (APA),,4,1064792668
2461,2507,Anniversary Stout,American Stout,,4.5,1079649308
2461,3515,Wasabi Brew,Herbed / Spiced Beer,4.6,4.5,1064793735
2461,3613,19th Hole Ale,American Pale Wheat Ale,,3.5,1065569937
2461,4660,J.P. Bullfeathers Tarred & Feathered IPA,American IPA,,4,1075016031
2461,4661,Greene's Gargoyle Blackberry Porter,Fruit / Vegetable Beer,,3.5,1064792046
2461,4662,The Old Toad Nut Brown Ale,English Brown Ale,4.7,4,1067825725
2461,8648,MacGregor's Scotch Ale,Scotch Ale / Wee Heavy,,4,1079206199
2461,11437,MacGregor's Ale,American Pale Ale (APA),4.8,4,1073686270
2461,12066,Kipling Light,Light Lager,3.44,4.5,1079133143
2461,12096,Molson Canadian Ice,American Adjunct Lager,5.5,2.5,1077646540
2461,12687,Layla Dirty Blonde Lager,Euro Dark Lager,,3,1067989493
2461,12796,Jimmy Mac's Amber,American Amber / Red Ale,5,4,1074023200
2461,12849,Wet Whiskers IPA,American IPA,,4.5,1083206910
2461,13314,Red Baron Ale,American Amber / Red Ale,5.1,3.5,1083593622
2461,13337,Cozumel Loaded Goat,American Amber / Red Ale,5,4,1065744065
2461,15095,Jeremiah's Frog Grog Ale,English Brown Ale,4.5,4,1072534263
2461,15463,Johnny's Irish Red,Irish Red Ale,5.2,4,1074457941
2461,15464,Buffalo Tap Room India Pale Ale,American IPA,6,4.5,1074458791
2461,15564,Beale Street Blues Amber Ale,American Amber / Red Ale,5,4,1075017154
2461,15799,Beale St. Mojo Magic,American Stout,,4,1078764619
2461,16517,Alternative Hazelnut Brown,American Brown Ale,,3.5,1079232931
2461,16518,Buffalo Tap Room Cherry Wheat,Fruit / Vegetable Beer,5,3,1079233996
2461,16630,Papa's Irish Amber,Irish Red Ale,6,4.5,1082516233
2461,16958,J. G. Crummers Kick Arse Ale,American Amber / Red Ale,4.4,4,1081125506
2461,17409,BackAstor Amber,American Amber / Red Ale,5.5,4,1098917056
2461,17411,Hoppy Accident Pale Ale,American Pale Ale (APA),,4.5,1088228114
2461,17412,British Attack IPA,American IPA,7.1,4,1104183068
2461,17413,Timbuck2,Kölsch,5,4,1106345790
2461,17720,Shamrock Jack's Pale Ale,American Pale Ale (APA),4.8,4,1109889400
2461,18320,44 Magnum,American Double / Imperial IPA,8.1,5,1088267512
2461,18742,Buffalo Tap Room Unfiltered Rye,Rye Beer,,4.5,1089865967
2461,19292,Bug Jar Brown Hornet Ale,Altbier,4.9,3,1105815990
2461,19460,7th Anniversary 2004 Bourbon Barrel Wee Heavy,Scotch Ale / Wee Heavy,,4,1093671949
2461,20720,Buffalo Tap Room Mai Bock,Maibock / Helles Bock,,5,1100208633
2461,22543,Donnelly's Dysfunctional Ale,American Pale Ale (APA),,4.5,1110907957
2462,70523,Augustiner-Bräu Münchner Bier Edelstoff,Munich Helles Lager,5.6,5,1309289537
2467,950,Flagship Red Alt Ale,Altbier,5.2,3,1311732233
2467,25310,Alligator Ale (porter),English Porter,,3.5,1320067814
2467,48570,Sculpin (Double Dry Hopped),American IPA,7,4,1284564204
2467,49475,OMB Kölsner,Kölsch,4.6,4,1275254908
2467,57410,Michelob Ginger Wheat,American Pale Wheat Ale,5.2,3.5,1271864104
2467,58124,Mecklenburger Bavarian Lager,Munich Helles Lager,5.4,4.5,1273284607
2467,62016,Hopsy Turvy,American IPA,5.8,4,1285181327
2467,64204,Extinction,American Strong Ale,9.4,3,1303219328
2467,68984,Captain James Jack Pilsner,German Pilsener,4.8,4,1305212465
2467,70405,Boundary Bay IPA,American IPA,6.4,4,1312666801
2467,74676,Ramble On Red,American Amber / Red Ale,5,4,1322598104
2467,76041,I77 IPA,American IPA,7.7,3.5,1323205620
2467,76616,Free Will Pale Ale,American Pale Ale (APA),5.5,3.5,1324647610
2480,64872,Monks' Wit,Witbier,5.1,2.5,1324339577
2480,73681,Rahr's Blonde,Munich Helles Lager,,3,1324510514
2481,21350,Sandstone Lager,Vienna Lager,4.5,3,1306959785
2481,59679,Crooked River Black Forest Lager,Munich Helles Lager,,3,1307851046
2481,66958,St. Peter's Organic English Ale,English Pale Ale,4.5,3.5,1308852956
2481,68225,Harpoon Bohemian Pilsner,Czech Pilsener,4.7,4.5,1311133788
2481,68348,Rinkuškiai Before-After Triple Bock,Doppelbock,12,3.5,1308711461
2485,4352,Carls Jul,Märzen / Oktoberfest,5.6,3.5,1050928644
2485,5485,Carlsberg Sort Guld,Euro Pale Lager,5.8,2,1051169769
2485,7793,Thy Pilsner,Euro Pale Lager,4.6,3,1053390229
2485,7985,Hancock Old Gambrinus Beer Dark,Doppelbock,9.8,3,1053390665
2485,9100,Tuborg Julebryg,Euro Pale Lager,5.6,3.5,1050970237
2485,9107,Tuborg Fine Festival (FF),Euro Strong Lager,7.5,1,1050971566
2485,38017,Ølfabrikken Dekadence 2005,Lambic - Fruit,13,5,1194007066
2489,38883,Fest Amber Lager,Märzen / Oktoberfest,5.2,3,1286070367
2489,43522,Dark And Stormy Night,Dunkelweizen,4.8,3,1246490431
2489,54999,Winter Wunder,Winter Warmer,6.5,4,1291592446
2489,59044,Empire Strikes Black - Bourbon Barrel Aged,American Double / Imperial Stout,9.8,4.5,1281744325
2489,61040,Kennebec River India Pale Ale,American IPA,5.9,3,1324258393
2489,71527,White Birch Farmhouse Red,Saison / Farmhouse Ale,6.6,4,1312067165
2492,50835,Wry Pale Ale,American Pale Ale (APA),5.6,4,1262466890
2492,56345,Simple Ale,American Amber / Red Ale,6,4,1286827783
2492,57037,Green Flash 7th Anniversary Belgian Red Rye Ale,Rye Beer,5.7,4,1276639345
2492,68764,Decompression Ale,American Strong Ale,8,4,1305571445
2493,5744,Dark Raven Oatmeal Stout,Oatmeal Stout,4,4,1273100786
2495,9989,Emerald City Stout,American Stout,,4,1226331956
2495,22427,Falcon Pale Ale,American Pale Ale (APA),,3.5,1226507026
2495,44189,Tallgrass Wheat,Witbier,4.4,2.5,1227235808
2495,49214,"""Not Guilty"" 1924 Deer Brand",American Adjunct Lager,5.91,4.5,1243544508
2495,50828,Hep Cat,American Blonde Ale,,3.5,1246476466
2497,6667,Checker Cab Blonde Ale,American Blonde Ale,4.5,4,1263667410
2497,21334,Veldensteiner Original Lager,Munich Helles Lager,4.9,3.5,1242010228
2497,28796,Schönramer Gold,Märzen / Oktoberfest,6,2,1263668655
2497,31016,Hürlimann,Euro Pale Lager,5,3,1238295978
2497,32391,Hik Bier Blond,Belgian Strong Pale Ale,7,4,1263143705
2497,32443,Tappeto Volante,Euro Pale Lager,,3,1305603719
2497,36002,Moa Original,German Pilsener,5.5,5,1244342159
2497,37345,Kira,Witbier,4.7,4,1321762690
2497,37460,Hugh Hefe,Hefeweizen,,1.5,1274065956
2497,37776,Ramstein Double Platinum Blonde,Hefeweizen,6.7,4,1305601438
2497,39524,Kelso Flemish Red Ale,Flanders Red Ale,5.5,3,1299820438
2497,43581,Saison Station 16,Saison / Farmhouse Ale,8,4.5,1308283538
2497,46026,Black Hole IPA,American Black Ale,,4.5,1274066486
2497,47301,Motor City Motown Lager,Czech Pilsener,5.2,2,1315628126
2497,48834,Halcyon,American IPA,7.7,4,1290662174
2497,50599,Altar Boy,Dubbel,7,3.5,1246840635
2497,53337,Pausa P.I.L.S.,Czech Pilsener,4.7,3.5,1299215850
2497,53857,BrouCzech Lager (Brou&#269;ek Beer),Czech Pilsener,5,4,1291957366
2497,58779,Saranac Summer Stout,American Stout,5,4,1280460759
2497,59293,Zatecky Gus,Czech Pilsener,4.6,4.5,1321591326
2497,60761,Dragonmead Sin Eater Belgian Dark,Belgian Strong Dark Ale,11,4,1316832163
2497,63599,Writer's Block - Beer Camp #33,American Blonde Ale,6.2,4,1291766235
2497,64205,John Dory Oyster Stout,American Stout,,4.5,1291766924
2497,64679,Havre Rouge,Belgian Pale Ale,5.4,3.5,1302841585
2497,65380,Frankenmuth Cass River Blonde Ale,American Blonde Ale,4.75,3.5,1316831736
2497,69996,Nectar IPA,American IPA,6.7,4,1308975423
2497,70158,Hop Juice Black,American Black Ale,9.9,4,1318391578
2497,70374,Citrus IPA,American IPA,,3,1311047140
2497,70648,Eataly Thyme Pale Ale,American Pale Ale (APA),,3.5,1318049375
2497,72363,Atwater Grand Circus IPA,American IPA,4.2,2,1318478593
2497,73899,Wanda,American Brown Ale,,3.5,1318043587
2497,73958,Harvest Saison (G-13),Saison / Farmhouse Ale,7.5,3.5,1319863864
2497,74224,Strong Ryeland,Extra Special / Strong Bitter (ESB),5.6,4,1322111666
2511,67733,Hocking Triple,Tripel,8,4,1323138627
2512,29388,Barley WIne,American Barleywine,11,3,1293858661
2512,36317,Schlafly Maplewood Ale,American Strong Ale,8,3.5,1234230684
2512,48078,Black Sky Stout Porter,American Porter,6,3.5,1242575191
2512,48172,Black Dawn Coffee Porter,American Porter,6,4,1242573924
2512,63917,One Hop Brown Ale,American Brown Ale,8.25,3.5,1293907725
2512,64759,"Schlafly #20, Volume 1 - Imperial Pilsner",American Double / Imperial Pilsner,9,3.5,1298679592
2518,23122,C3 IPA,American Double / Imperial IPA,,4.5,1271464656
2518,52040,HopWeizen,Hefeweizen,,4.5,1250897957
2518,56047,Josiah Miller IPA,American IPA,6.3,4,1291425627
2519,67258,Hopothesis D,American Black Ale,9,4,1301084742
2526,57811,Lambic #2,American Wild Ale,5,4.5,1299362044
2526,66903,Maple Porter - Pilot,American Porter,5.5,3,1299362538
2529,1678,Vrak,Hefeweizen,5.4,3.5,1076729511
2529,2149,Cristal Pils,German Pilsener,,4,1077155682
2529,2245,Newport Storm '01,American Barleywine,12.5,4.5,1142632461
2529,4085,Badger Best Bitter,English Bitter,4,4,1091066301
2529,5242,Ruby Raspberry Wheat Ale,Fruit / Vegetable Beer,4.7,3,1070852390
2529,5301,Harveys Nut Brown Ale,English Brown Ale,3,3.5,1093709545
2529,5303,Harveys Copperwheat,Hefeweizen,4.8,3,1093798479
2529,5386,Dark Horse Sapient Wheat Ale,American Pale Wheat Ale,,3,1071934452
2529,5396,Michigan Brewing Tripel,Tripel,9,3.5,1073187481
2529,5838,Hog Pound Brown Ale,English Brown Ale,5.7,3,1142974723
2529,5839,Thompson's Dry Stout,Irish Dry Stout,,3.5,1142975022
2529,5958,Neds Pale Ale,American IPA,,4.5,1100620680
2529,6450,Kraftbräu Bohemian,Czech Pilsener,5,4.5,1069443719
2529,6451,Kraftbräu Doppelbock,Doppelbock,8,3.5,1069443971
2529,6454,Kraftbräu Rock Harbor Red Ale,American Amber / Red Ale,6.5,3.5,1081221415
2529,6629,John Bull Bitter,English Bitter,4.5,3,1088875436
2529,6686,Dragonmead Kaiser's Kölsch,Kölsch,5.4,4.5,1094750890
2529,6692,Dragonmead Woody's Perfect Porter,American Porter,5,4.5,1100060412
2529,7095,Brewer's Art House (Birdhouse) Pale Ale,Belgian Pale Ale,5,4,1099515520
2529,7098,Brewer's Art Cerberus Tripel,Tripel,10,4,1099514818
2529,7620,Dragonmead Jul Ø1,Belgian Dark Ale,6,3.5,1074468542
2529,7695,Kraftbräu Winter Alt,Altbier,5.5,3.5,1069444203
2529,7749,Barrington ESB,Extra Special / Strong Bitter (ESB),,3,1149878584
2529,7909,Kuhnhenn Penetration Porter,American Porter,5.5,4,1108230365
2529,7945,P2 Imperial Stout,Russian Imperial Stout,8,4,1073622650
2529,8048,Hoepfner Porter,American Porter,5.8,4.5,1072499541
2529,8132,Mash Beer,Euro Pale Lager,4.8,4.5,1076730325
2529,8407,Tenaya Creek Pilsner,Czech Pilsener,5.2,4,1121971048
2529,8606,Michigan Brewing No Disput'n Putin Russian Imperia,Russian Imperial Stout,12,4,1073185383
2529,10054,Dragonmead Larry's Lionheart Pale Ale,American Pale Ale (APA),4.7,4.5,1069339426
2529,11319,Harry Baals Irish Stout,Irish Dry Stout,4.2,2.5,1070849320
2529,11334,Sofa King IPA,American IPA,7,3.5,1070850619
2529,12168,Ravenwood,Kölsch,,3.5,1099594603
2529,12704,Kuhnhenn Oatmeal Stout,Oatmeal Stout,6.1,3,1074470858
2529,12756,Hogs Back Wobble In A Bottle,English Strong Ale,7.5,3,1073496972
2529,12779,Mr Perrett's Traditional Stout,English Stout,5.9,4.5,1153171065
2529,12829,Hopdaemon Incubus,English Bitter,4,4,1088731752
2529,12872,Hopdaemon Skrimshander IPA,American IPA,4.5,4.5,1088732101
2529,12967,Hog's Back Brewsters Bundle,English Strong Ale,7.4,3.5,1071454012
2529,13174,Frankenmuth Winter Bock,Bock,7,4,1079283982
2529,13897,Mad Anthony Oktoberfest,Märzen / Oktoberfest,5.5,2.5,1071024359
2529,13898,Mad Anthony Bavarian Black Lager,Schwarzbier,,3,1070852086
2529,13968,Absolution Ale,American Strong Ale,6.7,4,1079287514
2529,14128,Twisted Kilt,Scotch Ale / Wee Heavy,7.5,4,1099519412
2529,14284,Old Salty Barleywine 2001,English Barleywine,11,4,1082914698
2529,14436,Dragonmead 90 Shilling Scottish Ale,Scottish Ale,6.6,4.5,1074468993
2529,14978,Kraftbräu Dutch Lager,Euro Dark Lager,,3.5,1072016098
2529,15111,Hopscotch Ale,American Pale Ale (APA),5.2,3.5,1072667146
2529,15115,Special Brown Ale,English Brown Ale,6.5,3.5,1072666860
2529,15117,Big Ups Bitter,English Bitter,4.8,4,1072668188
2529,15118,Sahti,Sahti,5.6,3,1072668583
2529,15647,New Holland Belgian Golden Ale,Belgian Pale Ale,,4,1075492226
2529,15650,Kuhnhenn Loonie Kuhnie Pale Ale,American Pale Ale (APA),5.6,4,1094750672
2529,15821,Kraftbräu Winter Moon,American Amber / Red Ale,5,3.5,1076349101
2529,15880,Olde Peninsula Portage Street Porter,American Porter,,3.5,1076634532
2529,16105,Rock Art Stock Ale,English Pale Ale,5,3.5,1145044004
2529,16210,Aberration Barleywine,American Barleywine,8.1,3.5,1078102888
2529,16411,New Holland Sock Knocker Belgian Quad,Quadrupel (Quad),10.2,4.5,1078805301
2529,16652,5 Czars Imperial Stout,Russian Imperial Stout,8.9,4.5,1107632905
2529,16693,Black Forest Baltic Porter,Baltic Porter,9,3.5,1079897039
2529,16854,Break The Curse Weizenbock,Weizenbock,7.5,4,1080658466
2529,16935,Grand Cru (Belgian Xmas),Belgian Strong Dark Ale,10.4,4.5,1086138932
2529,17018,King Arthur,English Bitter,,4,1153170689
2529,17038,Kuhnhenn A Few Schillings Too Many,Scotch Ale / Wee Heavy,12.5,4,1094519835
2529,17477,Birra Del Vecchio Calabrese,German Pilsener,4.7,4,1145555033
2529,17571,Bastone Dubbel,Dubbel,7.5,4,1095882096
2529,17629,Bell's Whistle Ale,English Brown Ale,5.5,4,1085283802
2529,17658,Kuhnhenn Devil's Horn,Fruit / Vegetable Beer,8.5,4.5,1096160909
2529,19400,Nashoba's Special Reserve Porter,American Porter,,3.5,1119834687
2529,19455,Rother Valley Level Best,English Bitter,4,4.5,1093366707
2529,19869,Founders Double Dirty,Scotch Ale / Wee Heavy,10.3,3.5,1100921542
2529,19963,Herold Midnight Wheat Lager,Dunkelweizen,5.2,3,1150469841
2529,20084,Progress Pale Ale,American Pale Ale (APA),,4,1096853551
2529,20605,Brewer's Art Pecore Ale,Saison / Farmhouse Ale,5.4,4.5,1099516298
2529,20634,Alpha Khan Mongolian Pale Ale,American Strong Ale,7.5,4,1147454929
2529,20660,Dragonmead Willy's Oompa-Loompa Stout,American Stout,5.6,3,1100058429
2529,20663,Kuhnhenn Bock With Bolz,Doppelbock,11,3,1100057511
2529,21127,Bell's Bourbon Barrel Aged Expedition Stout,Russian Imperial Stout,12,4.5,1102972731
2529,21246,Founders X-mas Porter,American Porter,6.2,3.5,1104432917
2529,21587,Kuhnhenn Red Run Red Ale,American Amber / Red Ale,5.9,3.5,1108231059
2529,21667,New Holland Scotch Ale,Scotch Ale / Wee Heavy,,4,1109471293
2529,21695,Kuhnhenn Dark Abbey,Belgian Strong Dark Ale,12.5,4,1108230602
2529,21769,New Holland Imperial Stout,Russian Imperial Stout,9.5,4,1110130769
2529,22153,War Dog Double IPA,American Double / Imperial IPA,8.6,4,1141958467
2529,22573,Brewer's Reserve Irish Dry Stout,Irish Dry Stout,,4,1114394938
2529,23140,Bramling Cross,English Bitter,4.2,3.5,1113411348
2529,23141,Iron Horse,English Bitter,4.8,4,1113412089
2529,23142,Grand Union Gold,English Bitter,4.2,4.5,1113412829
2529,25827,Lemp Jurassic Dark,Dunkelweizen,,4,1135109553
2529,26920,Cousin Jax Double IPA,American Double / Imperial IPA,8,4,1131935087
2529,27166,Maduro,American Brown Ale,5.4,4,1143130064
2529,28879,Kilt Sniffer Strong Scotch Ale,Scotch Ale / Wee Heavy,8,4,1141958756
2529,28880,Kat-h-ator Doppelbock,Doppelbock,7.5,4.5,1141959080
